Keyword,Currency,Avg. monthly searches,Thay ??i trong ba tháng,Thay ??i so v?i cùng k? n?m tr??c,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Jan 2025,Searches: Feb 2025,Searches: Mar 2025,Searches: Apr 2025,Searches: May 2025,Searches: Jun 2025,Searches: Jul 2025,Searches: Aug 2025,Searches: Sep 2025,Searches: Oct 2025,Searches: Nov 2025,Searches: Dec 2025
n??c hoa ysl mon paris edp,VND,30,-75%,-86%,Cao,100,,,,,,,,20,10,50,30,30,20,10,40,50,40,10,10
n??c hoa ysl mon paris intensement,VND,20,200%,0%,Cao,100,,,,,,,,30,20,20,20,20,20,20,10,10,10,20,30
n??c hoa ysl n? 100ml,VND,30,-33%,-60%,Cao,100,,,,,,,,40,40,30,30,20,30,20,20,10,30,30,20
n??c hoa ysl n? 30ml,VND,40,40%,40%,Cao,100,334,2093,,,,,,50,50,50,30,40,50,30,20,40,50,50,70
n??c hoa ysl n? 50ml,VND,30,33%,33%,Cao,100,203,2680,,,,,,40,50,30,10,20,20,20,30,20,30,30,40
n??c hoa ysl n? 90ml,VND,20,0%,0%,Cao,100,95,2091,,,,,,30,30,30,20,20,10,30,30,20,20,20,20
n??c hoa ysl n? black,VND,20,0%,-67%,Cao,100,,,,,,,,20,30,20,10,20,10,10,20,10,10,20,10
n??c hoa ysl n? chính hãng,VND,170,-19%,0%,Cao,100,356,2043,,,,,,140,170,210,140,110,170,170,140,140,260,210,210
n??c hoa ysl n? libre,VND,40,40%,40%,Cao,100,482,2093,,,,,,40,50,50,20,40,40,20,30,30,50,40,70
n??c hoa ysl n? mini,VND,20,-25%,50%,Cao,88,370,1950,,,,,,20,20,20,20,10,10,10,20,20,40,30,30
n??c hoa ysl n? mon paris,VND,20,0%,0%,Cao,99,145,2195,,,,,,30,20,30,20,20,10,30,20,20,20,20,20
n??c hoa ysl n? rosé,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,0,0,0,0,0,10,0,0,10,10,0,0
n??c hoa yves rocher n?,VND,70,-22%,0%,Cao,100,1507,6521,,,,,,50,70,90,90,30,50,70,50,70,90,90,70
n??c hoa yves saint laurent libre eau de parfum,VND,30,-29%,67%,Cao,100,696,2967,,,,,,40,10,40,10,50,10,50,20,10,70,30,50
n??c hoa yves saint laurent libre edp,VND,20,0%,-89%,Cao,100,,,,,,,,90,30,10,10,10,30,10,10,10,10,10,10
n??c hoa yves saint laurent y edp,VND,480,0%,23%,Cao,100,367,2401,,,,,,590,720,590,390,390,480,480,480,320,480,320,480
n??c hoa zadig & voltaire,VND,40,-25%,-40%,Cao,100,,,,,,,,30,30,50,30,30,30,40,40,40,40,20,30
n??c hoa zara black,VND,10,0%,-50%,Th?p,0,,,,,,,,20,10,10,10,10,10,10,10,10,10,10,10
n??c hoa zara black amber,VND,20,200%,0%,Cao,100,,,,,,,,20,30,10,20,20,10,20,20,10,10,10,30
n??c hoa zara cho bé trai,VND,10,200%,200%,Th?p,19,,,,,,,,10,10,10,10,0,10,10,10,10,10,10,30
n??c hoa zara chính hãng,VND,40,-25%,-57%,Cao,97,1393,13048,,,,,,70,40,40,40,30,30,30,40,40,40,40,30
n??c hoa zara gardenia,VND,40,25%,-29%,Cao,83,,,,,,,,70,50,20,20,30,40,40,30,50,40,50,50
n??c hoa zara gardenia 30ml,VND,10,0%,-50%,Cao,82,,,,,,,,20,20,10,10,10,10,10,10,10,10,10,10
n??c hoa zara gourmand addict,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,40,10,10,10,10,10
n??c hoa zara h?ng,VND,40,33%,-43%,Cao,97,,,,,,,,40,50,30,40,30,20,70,40,30,30,30,40
n??c hoa zara màu h?ng,VND,20,200%,50%,Cao,90,,,,,,,,10,20,10,20,10,10,20,10,10,10,20,30
n??c hoa zara nude bouquet,VND,30,33%,100%,Cao,68,,,,,,,,30,20,10,10,20,30,20,20,30,30,50,40
n??c hoa zara n? 100ml,VND,10,?,0%,Cao,100,,,,,,,,0,0,10,0,10,10,0,10,0,0,10,10
n??c hoa zara n? 30ml,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,0,10,0,10,10,10,10,0,10
n??c hoa zara n? chính hãng,VND,70,0%,-56%,Cao,96,1679,13048,,,,,,50,70,140,70,50,70,50,50,40,40,50,40
n??c hoa zara n? màu h?ng,VND,20,200%,-25%,Cao,100,,,,,,,,30,40,20,20,10,20,20,20,30,10,30,30
n??c hoa zara n? orchid,VND,10,0%,0%,Cao,75,,,,,,,,10,10,10,10,10,10,10,10,0,10,10,10
n??c hoa zara n? wonder rose,VND,10,0%,0%,Trung bình,60,,,,,,,,10,10,0,10,10,10,10,10,10,10,10,10
n??c hoa zara orchid,VND,50,0%,-29%,Cao,92,,,,,,,,50,70,50,50,50,40,40,40,30,50,70,50
n??c hoa zara orchid 100ml,VND,10,?,?,Cao,100,,,,,,,,10,0,0,0,0,10,10,0,0,0,10,10
n??c hoa zara oriental,VND,10,50%,0%,Cao,100,,,,,,,,20,20,10,10,10,10,10,10,10,20,10,30
n??c hoa zara pink flambe,VND,20,0%,50%,Cao,100,,,,,,,,30,10,20,10,10,20,20,30,10,30,40,30
n??c hoa zara pink flambe 30ml,VND,10,0%,-100%,Không xác ??nh,,,,,,,,,10,10,10,10,10,0,10,0,10,0,10,0
n??c hoa zara rose,VND,30,150%,0%,Cao,92,,,,,,,,20,30,40,20,30,20,30,20,90,20,30,50
n??c hoa zara summer,VND,10,100%,100%,Cao,69,,,,,,,,10,10,10,10,10,10,20,10,10,10,10,20
n??c hoa zara tr?ng,VND,20,-50%,-67%,Cao,85,,,,,,,,30,20,20,20,10,20,20,10,10,20,20,10
n??c hoa zara tuberose,VND,20,200%,50%,Cao,100,,,,,,,,10,30,20,20,20,20,30,10,20,10,20,30
n??c hoa zara twilight mauve,VND,10,0%,-67%,Trung bình,56,,,,,,,,20,10,10,10,20,20,20,10,10,10,10,10
n??c hoa zara tím,VND,20,-80%,0%,Cao,83,,,,,,,,10,20,30,20,10,20,20,10,20,50,30,10
n??c hoa zara vietnam,VND,10,0%,0%,Th?p,0,,,,,,,,10,10,10,0,10,10,10,10,10,10,10,10
n??c hoa zara violet blossom,VND,20,0%,-60%,Cao,94,,,,,,,,50,30,30,20,10,30,10,10,10,20,30,20
n??c hoa zara vi?t nam,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,0,10,10,0,0,10,0,10
n??c hoa zara woman,VND,10,0%,0%,Cao,100,,,,,,,,20,10,10,10,10,10,10,10,10,10,10,10
n??c hoa zara wonder rose 100ml,VND,10,0%,-50%,Trung bình,50,,,,,,,,10,10,10,10,10,20,20,10,20,10,10,10
n??c hoa zara wonder rose 30ml,VND,10,-50%,0%,Cao,97,,,,,,,,10,10,10,10,10,20,10,10,10,20,20,10
n??c hoa z? n?,VND,10,?,0%,Cao,100,,,,,,,,10,10,10,10,10,0,0,0,0,0,10,10
n??c hoa ý cho n?,VND,20,0%,-50%,Cao,100,338,3571,,,,,,10,30,20,20,20,20,30,20,20,20,10,20
n??c hoa ýl black,VND,30,0%,-43%,Cao,100,362,1678,,,,,,50,30,50,20,40,20,20,30,20,40,40,40
n??c hoa ýl n?,VND,50,0%,-29%,Cao,100,251,1719,,,,,,70,90,50,40,20,40,40,30,30,50,50,50
n??c hoa ?ang hot,VND,10,0%,0%,Cao,100,,,,,,,,10,20,10,10,10,10,10,10,20,10,10,10
n??c hoa ?à n?ng authentic,VND,10,0%,-50%,Cao,97,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa ?ào,VND,20,0%,-33%,Cao,78,,,,,,,,20,20,30,10,20,20,20,20,10,20,10,20
n??c hoa ?ôi chân karri,VND,10,0%,0%,Cao,100,,,,,,,,0,10,10,10,10,0,10,0,10,10,10,10
n??c hoa ??u s? t?,VND,20,0%,50%,Cao,96,,,,,,,,30,20,20,20,10,10,20,20,20,30,30,30
n??c hoa ??t nh?t vi?t nam,VND,40,100%,-20%,Cao,100,,,,,,,,50,50,50,40,30,40,40,50,30,20,30,40
n??c hoa ??t nh?t vi?t n?m,VND,10,0%,0%,Không xác ??nh,,,,,,,,,0,0,0,10,0,0,0,0,0,0,0,0
n??c hoa ??t ti?n cho n?,VND,90,57%,0%,Cao,100,192,1710,,,,,,110,110,110,90,110,90,90,90,70,70,90,110
n??c hoa ?? càng lâu càng th?m,VND,10,0%,-50%,Th?p,20,,,,,,,,10,20,10,10,10,10,10,10,10,10,20,10
n??c hoa ??,VND,320,0%,-18%,Cao,100,328,2081,,,,,,320,390,320,210,210,260,210,260,260,320,320,320
n??c hoa ??c cho nam,VND,30,0%,-57%,Cao,100,428,1814,,,,,,40,10,30,20,30,40,10,10,20,30,40,30
n??c hoa ??c cho n?,VND,70,0%,-22%,Cao,98,221,1828,,,,,,50,50,70,40,50,50,70,70,50,70,70,70
n??c hoa ? r?p n?,VND,20,-67%,-80%,Cao,100,,,,,,,,20,30,20,30,40,10,10,10,10,30,10,10
n??c hoa ? hu?,VND,20,50%,200%,Trung bình,62,,,,,,,,10,20,20,10,10,10,10,10,20,20,20,30
n??c hoa ? hà n?i,VND,10,0%,-50%,Cao,100,1620,7651,,,,,,10,10,20,10,10,10,10,10,10,10,10,10
n??c lancome,VND,30,-33%,-33%,Cao,100,1216,2749,,,,,,20,30,30,10,20,20,20,30,20,30,30,20
n??c n?,VND,10,0%,0%,Cao,90,,,,,,,,10,10,10,10,20,10,10,10,10,10,10,10
n??c n?a,VND,10,0%,0%,Th?p,0,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c versace,VND,40,-25%,0%,Cao,88,369,1249,,,,,,20,40,40,30,40,70,40,40,40,40,20,30
n??c x?t toàn thân n?,VND,10,0%,-100%,Không xác ??nh,,,,,,,,,0,10,10,0,0,10,10,10,10,0,0,0
n?n th?m le labo,VND,20,0%,50%,Cao,100,1207,5191,,,,,,10,20,20,10,10,10,30,10,20,30,10,30
n?n th?m le labo santal 26,VND,10,?,0%,Cao,100,,,,,,,,10,10,10,0,10,10,10,10,0,0,10,10
n? dùng n??c hoa nam ???c không,VND,10,0%,0%,Th?p,9,,,,,,,,10,10,10,10,10,10,10,10,10,10,20,10
n? nên dùng n??c hoa nào,VND,10,0%,0%,Cao,91,,,,,,,,10,20,10,10,10,10,10,10,10,10,10,10
n? xài n??c hoa nam ???c không,VND,10,0%,0%,Th?p,31,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
olympea n??c hoa,VND,10,200%,200%,Cao,96,,,,,,,,10,30,20,10,10,10,10,10,10,10,20,30
omnia charme,VND,20,-25%,-25%,Cao,100,,,,,,,,10,10,20,10,10,20,10,20,30,40,30,30
orchard bán hàng fake,VND,90,86%,1200%,Th?p,0,,,,,,,,10,70,50,40,50,70,30,70,50,140,170,260
orchard bán n??c hoa gi?,VND,50,0%,250%,Th?p,13,,,,,,,,40,40,50,50,40,30,30,30,30,70,70,70
order n??c hoa le labo,VND,10,?,?,Cao,100,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10
ori charme,VND,20,-50%,0%,Cao,90,,,,,,,,20,20,20,20,30,10,30,30,10,20,10,10
ori mademoiselle,VND,10,-50%,-67%,Cao,100,,,,,,,,20,20,20,10,10,10,10,10,10,20,10,10
oriflame n??c hoa nam,VND,10,0%,0%,Cao,100,,,,,,,,10,10,70,20,10,10,10,10,10,10,10,10
oriflame n??c hoa n?,VND,10,0%,0%,Cao,100,,,,,,,,10,10,20,10,20,10,20,20,20,10,10,10
paris hilton n??c hoa,VND,110,-36%,0%,Cao,92,,,,,,,,50,110,70,50,320,170,140,110,110,140,70,90
perfume168 có uy tín không,VND,10,0%,-50%,Trung bình,58,,,,,,,,20,20,20,10,10,10,10,10,10,10,20,10
phan biet nuoc hoa chanel that gia,VND,10,0%,0%,Th?p,14,,,,,,,,10,10,10,0,10,10,0,10,0,10,0,10
phan biet nuoc hoa chanel that va gia,VND,10,0%,0%,Cao,75,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
phân bi?t chanel chance th?t gi?,VND,10,0%,-50%,Cao,79,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
phân bi?t edt và edp,VND,30,-50%,-50%,Trung bình,56,113,535,,,,,,40,40,20,50,40,40,20,30,20,40,20,20
phân bi?t n??c hoa kilian th?t gi?,VND,20,0%,-50%,Cao,100,,,,,,,,20,10,20,30,10,10,10,20,10,10,10,10
phân bi?t n??c hoa lacoste th?t và gi?,VND,10,0%,?,Cao,100,,,,,,,,0,10,0,10,0,0,10,0,10,10,10,10
phân bi?t n??c hoa lancome th?t gi?,VND,10,100%,100%,Cao,100,,,,,,,,10,20,20,10,10,10,10,30,20,10,10,20
phân bi?t n??c hoa le labo 13 th?t gi?,VND,20,50%,-40%,Cao,100,106,719,,,,,,20,30,30,20,20,10,20,20,10,20,20,30
phân bi?t n??c hoa le labo th?t gi?,VND,10,0%,-50%,Cao,93,150,734,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
phân bi?t n??c hoa nam n?,VND,10,0%,0%,Th?p,14,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
phân bi?t n??c hoa narciso th?t gi?,VND,20,100%,33%,Cao,83,,,,,,,,10,20,10,10,30,10,20,30,10,20,10,40
phân bi?t versace th?t gi?,VND,10,0%,0%,Th?p,19,,,,,,,,20,10,10,10,10,10,10,10,10,10,10,10
ph?n th?m elizabeth arden red door,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
ph? n? và n??c hoa,VND,10,-100%,0%,Không xác ??nh,,,,,,,,,0,10,10,0,10,10,10,10,10,10,10,0
playboy n??c hoa,VND,20,100%,0%,Trung bình,34,,,,,,,,20,20,10,20,10,10,10,10,30,10,10,20
pmoda for him,VND,10,?,?,Th?p,0,,,,,,,,0,0,0,10,0,10,0,0,10,0,10,10
poison n??c hoa,VND,10,0%,0%,Cao,85,,,,,,,,10,10,10,10,20,10,10,10,10,10,10,10
prada n??c hoa n?,VND,70,56%,100%,Cao,100,274,1435,,,,,,70,90,90,40,30,50,50,70,70,90,110,140
refedo n??c hoa,VND,10,0%,0%,Cao,100,,,,,,,,20,20,10,10,10,10,10,10,10,10,20,10
replica cho n?,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,0
replica n??c hoa n?,VND,10,0%,0%,Cao,100,,,,,,,,10,10,0,0,0,0,0,10,10,10,10,10
rituals n??c hoa ô tô,VND,10,0%,0%,Cao,75,,,,,,,,10,0,10,10,10,10,10,10,10,10,0,10
rochas n??c hoa,VND,10,0%,0%,Cao,89,,,,,,,,0,10,10,10,10,10,20,20,10,10,10,10
roisy charme,VND,30,0%,0%,Cao,96,1289,2092,,,,,,30,30,40,10,20,20,20,20,40,30,10,30
roja n??c hoa,VND,210,-35%,-35%,Cao,100,133,2093,,,,,,170,210,210,140,140,170,210,210,210,260,260,170
romano force n??c hoa,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,0,10,0,0,10,0,10,10,10,10,0,0
romano vip n??c hoa,VND,10,0%,-50%,Cao,77,,,,,,,,20,20,10,10,20,10,10,10,10,10,10,10
rosa n??c hoa,VND,10,0%,0%,Cao,90,,,,,,,,20,20,10,20,30,10,10,10,10,10,10,10
saint laurent n??c hoa,VND,30,0%,-33%,Cao,95,173,1731,,,,,,70,20,20,20,20,20,20,20,20,20,20,20
sale n??c hoa,VND,30,100%,-20%,Cao,100,1306,5698,,,,,,50,30,50,20,20,10,20,20,20,20,40,40
salvatore n??c hoa,VND,20,-50%,-86%,Cao,100,,,,,,,,20,30,40,10,20,20,10,20,10,20,20,10
sang chi?t n??c hoa,VND,10,0%,0%,Cao,91,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
santal 33 cho nam hay n?,VND,10,?,-50%,Cao,67,,,,,,,,20,20,10,10,10,20,10,10,10,0,10,10
sauvage dior n?,VND,20,0%,100%,Cao,100,,,,,,,,20,70,10,10,10,20,20,20,20,20,20,20
scandal 30ml giá,VND,10,-100%,0%,Không xác ??nh,,,,,,,,,0,10,0,0,10,0,0,0,0,10,0,0
scandal 80ml giá,VND,10,-100%,0%,Không xác ??nh,,,,,,,,,10,10,0,0,0,0,0,0,0,10,0,0
scandal nuoc hoa,VND,1000,0%,-38%,Cao,98,791,1198,,,,,,1000,1300,1300,880,880,720,880,1000,880,1000,1000,1000
scandal n??c hoa mini,VND,10,0%,0%,Cao,89,,,,,,,,10,10,0,10,10,10,10,10,10,10,10,10
scandal n??c hoa n?,VND,40,-71%,-33%,Cao,100,,,,,,,,10,70,20,30,30,90,50,50,50,70,30,20
sexy lady charme,VND,10,-50%,-50%,Th?p,29,,,,,,,,10,20,20,10,10,10,10,10,10,20,10,10
sganoal,VND,10,0%,0%,Cao,76,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
shimang melody,VND,10,?,0%,Cao,71,,,,,,,,10,10,10,10,10,0,10,10,0,0,10,10
shop bán n??c hoa ? hà n?i,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,0,10,10,0,10,10,10
shop n??c hoa biên hòa,VND,20,0%,50%,Cao,83,293,2141,,,,,,20,30,30,20,20,10,10,20,20,30,10,30
shop n??c hoa chính hãng hà n?i,VND,20,100%,33%,Cao,73,907,6515,,,,,,10,10,20,10,30,70,10,10,20,20,30,40
shop n??c hoa m? tho,VND,20,50%,200%,Trung bình,52,,,,,,,,10,30,20,10,20,10,10,10,10,20,20,30
shop n??c hoa m? tâm t?i ?à n?ng,VND,10,0%,0%,Không xác ??nh,,,,,,,,,0,0,0,10,0,0,0,0,0,0,0,0
shop n??c hoa nha trang,VND,30,0%,0%,Cao,84,342,23889,,,,,,20,40,20,20,20,20,20,30,20,40,30,40
shop n??c hoa quy nh?n,VND,20,-50%,0%,Cao,100,,,,,,,,20,30,10,10,20,10,10,20,20,20,10,10
shop n??c hoa uy tín,VND,70,22%,0%,Cao,100,1394,6412,,,,,,70,110,90,50,50,50,50,70,50,90,90,110
shop n??c hoa ?à l?t,VND,30,-33%,-33%,Cao,68,,,,,,,,20,30,20,40,50,70,40,20,20,30,10,20
shop n??c hoa ? bình d??ng,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
shop n??c hoa ? m? tho,VND,10,0%,0%,Cao,100,,,,,,,,10,10,20,10,10,10,10,10,10,10,10,10
signorina h?ng 100ml,VND,20,-50%,0%,Cao,100,,,,,,,,20,30,10,10,50,10,10,20,10,20,70,10
signorina h?ng 30ml,VND,30,-67%,50%,Cao,98,1568,5010,,,,,,10,50,10,10,20,40,10,10,10,90,50,30
signorina h?ng nh?t,VND,40,-60%,-50%,Cao,100,,,,,,,,40,20,50,20,30,50,40,40,40,50,40,20
signorina h?ng ??m,VND,50,-29%,0%,Cao,94,,,,,,,,70,70,70,30,40,40,30,50,40,70,40,50
signorina n??c hoa,VND,70,-55%,-44%,Cao,100,1062,2680,,,,,,70,110,70,40,50,40,50,50,50,110,140,50
signorina ?en 30ml,VND,20,-75%,-75%,Cao,100,,,,,,,,20,20,20,30,10,10,70,20,20,40,30,10
so scandal 80ml giá,VND,10,?,-80%,Cao,100,,,,,,,,10,10,20,20,10,20,10,10,0,0,10,10
so scandal chi?t 10ml,VND,10,0%,0%,Cao,81,,,,,,,,10,10,0,10,10,10,10,0,10,10,10,10
so scandal giá,VND,10,0%,0%,Cao,100,,,,,,,,10,10,40,30,10,10,10,10,10,10,10,10
so scandal n??c hoa 30ml,VND,10,0%,0%,Không xác ??nh,,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,0
so sexy 100ml,VND,10,100%,0%,Trung bình,43,,,,,,,,10,20,10,10,30,10,10,10,10,10,10,20
so sexy 50ml,VND,10,0%,0%,Th?p,33,,,,,,,,20,10,10,20,10,10,20,10,20,10,10,10
so sexy charme,VND,50,25%,150%,Cao,78,,,,,,,,40,50,50,50,90,50,50,30,50,40,40,50
so sánh gucci bloom ?? và h?ng,VND,10,0%,-50%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
so sánh le labo 13 và 33,VND,20,100%,-50%,Cao,85,103,254,,,,,,30,20,20,10,10,10,10,20,30,10,20,20
so sánh n??c hoa edt và edp,VND,10,-50%,0%,Cao,84,116,631,,,,,,10,20,10,10,10,10,20,20,20,20,10,10
so sánh n??c hoa le labo 13 và 33,VND,10,0%,0%,Cao,74,97,494,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
so sánh n??c hoa scandal và so scandal,VND,10,0%,-67%,Th?p,6,,,,,,,,20,10,20,10,10,10,10,10,10,10,10,10
stradivarius vietnam n??c hoa,VND,10,?,?,Cao,100,,,,,,,,0,0,10,0,10,0,10,0,10,0,10,10
sáp khô th?m,VND,10,0%,0%,Cao,100,,,,,,,,0,10,0,10,10,10,10,10,10,10,10,10
sì n??c hoa,VND,30,100%,0%,Cao,100,,,,,,,,40,40,70,40,20,30,20,20,40,20,30,40
sì n??c hoa n?,VND,10,100%,0%,Cao,99,,,,,,,,10,10,20,10,10,10,10,10,10,10,10,20
sì ?? 100ml,VND,20,150%,400%,Cao,93,1131,2976,,,,,,20,20,20,10,40,10,20,20,20,20,30,50
sì ?? 15ml,VND,20,150%,150%,Cao,75,,,,,,,,20,20,10,10,20,10,20,10,10,20,20,50
sì ?? 50ml,VND,20,200%,50%,Cao,100,,,,,,,,20,40,10,10,30,20,30,20,20,10,10,30
sì ?? mini,VND,10,-50%,0%,Cao,99,,,,,,,,10,30,10,10,10,10,10,10,10,20,10,10
s?n xu?t n??c hoa ? vi?t nam,VND,10,0%,0%,Th?p,0,,,,,,,,10,20,10,10,10,10,10,10,10,10,10,10
s?a t?m hugo boss,VND,10,400%,400%,Trung bình,49,,,,,,,,10,10,10,10,10,10,10,20,10,10,10,50
s?a t?m hugo boss nam,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,0,10,10,10,10,10
s?a t?m le labo,VND,140,-56%,27%,Cao,100,347,2479,,,,,,90,90,110,110,90,70,90,140,110,320,140,140
s?a t?m le labo 33,VND,40,-73%,50%,Cao,98,1679,4463,,,,,,10,20,30,50,30,20,30,40,30,110,50,30
s?a t?m le labo santal 33,VND,10,-33%,100%,Cao,97,,,,,,,,10,10,10,10,10,10,10,10,10,30,20,20
s?a t?m n??c hoa le labo,VND,10,-50%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,20,10,10
th??ng hi?u n??c hoa,VND,70,-22%,-36%,Cao,87,275,2154,,,,,,70,110,90,90,90,70,50,70,70,90,50,70
th??ng hi?u n??c hoa chanel,VND,10,0%,-50%,Trung bình,64,,,,,,,,10,10,10,10,10,10,10,10,10,10,0,10
th??ng hi?u n??c hoa n?i ti?ng th? gi?i,VND,10,?,0%,Cao,91,,,,,,,,10,10,10,10,10,10,10,10,10,0,10,10
th??ng hi?u n??c hoa n? n?i ti?ng,VND,20,100%,0%,Cao,97,186,1973,,,,,,20,30,20,10,20,20,10,10,10,10,20,20
th??ng hi?u n??c hoa vi?t nam,VND,40,0%,-40%,Cao,90,161,1290,,,,,,30,70,50,30,40,30,30,30,30,30,40,30
th? gi?i n??c hoa bình d??ng,VND,30,100%,100%,Cao,91,1024,5225,,,,,,10,50,30,40,10,10,20,10,20,20,30,40
th? gi?i n??c hoa cà mau,VND,10,0%,0%,Trung bình,51,,,,,,,,10,10,10,10,10,10,10,10,10,10,0,10
th? gi?i n??c hoa hà n?i,VND,170,0%,357%,Cao,100,1379,6533,,,,,,90,110,140,50,70,90,170,140,210,320,260,320
th? gi?i n??c hoa h? chí minh,VND,10,0%,0%,Cao,100,1352,5409,,,,,,10,10,10,10,10,10,10,10,0,10,0,10
th? gi?i n??c hoa lê du?n ?à n?ng,VND,10,0%,0%,Cao,69,,,,,,,,0,10,10,10,10,10,10,10,10,10,10,10
th? gi?i n??c hoa nguy?n ??c c?nh h?i phòng,VND,10,0%,0%,Cao,95,,,,,,,,10,10,10,10,10,10,0,10,10,10,10,10
th? gi?i n??c hoa qu?n 7,VND,30,0%,0%,Cao,100,1206,3319,,,,,,50,20,40,40,40,40,30,20,30,30,20,30
th? gi?i n??c hoa vincom biên hòa,VND,50,-43%,100%,Th?p,10,,,,,,,,20,70,50,30,40,50,50,50,50,70,30,40
th? gi?i n??c hoa ? bình d??ng,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,10,10,10,0,0,0,0,10,10,10,10,0
th? gi?i n??c hoa ? hà n?i,VND,10,0%,0%,Trung bình,57,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
th? tr??ng n??c hoa t?i vi?t nam,VND,10,-50%,-67%,Th?p,0,,,,,,,,10,10,30,10,10,10,10,10,20,20,10,10
th? tr??ng n??c hoa ? vi?t nam,VND,10,0%,0%,Th?p,0,,,,,,,,10,10,0,10,0,10,0,10,10,10,0,10
tiffany & co vietnam n??c hoa,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
tom ford black orchid cho nam hay n?,VND,50,0%,40%,Cao,86,189,1608,,,,,,70,50,50,40,40,50,50,50,50,70,50,70
tom ford n??c hoa n?,VND,90,-22%,-59%,Cao,100,224,2198,,,,,,140,140,140,110,90,70,90,90,70,90,70,70
tom ford n?,VND,110,-21%,-35%,Cao,100,241,1677,,,,,,140,140,110,70,70,90,90,90,90,140,140,110
tom ford oud wood 100ml giá,VND,40,-71%,-60%,Cao,92,,,,,,,,40,30,20,10,10,40,70,50,30,70,40,20
trang ch? n??c hoa charme vi?t nam,VND,0,0%,0%,Không xác ??nh,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
trang web chính th?c c?a le labo,VND,10,0%,-67%,Th?p,29,,,,,,,,10,0,0,10,0,10,10,0,10,10,10,10
trang web le labo,VND,10,0%,-100%,Không xác ??nh,,,,,,,,,0,0,0,10,0,0,0,0,0,0,0,0
valentino n??c hoa n?,VND,70,29%,0%,Cao,100,376,1407,,,,,,70,90,70,20,30,40,70,50,50,70,50,90
valentino n?,VND,90,-21%,57%,Cao,100,197,1814,,,,,,70,90,90,70,90,90,70,70,70,140,170,110
vanitas charme,VND,40,-43%,-20%,Cao,96,,,,,,,,40,50,50,30,40,20,30,30,30,70,40,40
vanitas charme 30ml,VND,10,0%,0%,Không xác ??nh,,,,,,,,,0,10,0,0,0,10,0,0,0,0,0,0
vanitas n??c hoa,VND,10,0%,-67%,Cao,98,,,,,,,,10,10,20,10,10,10,10,10,10,10,10,10
versace bright crystal giá,VND,110,55%,-19%,Cao,100,575,2092,,,,,,210,260,140,30,40,70,70,70,110,110,90,170
versace dylan blue n?,VND,20,50%,200%,Cao,100,,,,,,,,20,10,10,10,20,40,20,10,10,20,20,30
versace dylan n?,VND,20,300%,33%,Cao,100,,,,,,,,20,20,20,20,10,20,40,20,10,10,30,40
versace eros flame n?,VND,20,0%,0%,Cao,95,,,,,,,,20,20,20,10,10,10,20,20,20,20,10,20
versace eros n?,VND,40,25%,25%,Cao,100,,,,,,,,40,40,40,30,20,30,30,20,40,40,30,50
versace eros pour femme 100ml giá,VND,10,50%,50%,Cao,99,,,,,,,,10,20,10,10,20,10,10,10,10,20,10,30
versace h?ng nh?t,VND,140,-18%,-33%,Cao,96,439,1865,,,,,,140,210,170,110,110,110,140,140,140,170,140,140
versace h?ng nh?t 90ml,VND,50,-40%,-25%,Cao,100,1151,3576,,,,,,50,90,90,50,40,40,50,40,30,50,30,30
versace h?ng ??m,VND,170,-19%,-19%,Cao,99,864,1957,,,,,,210,210,210,170,170,170,170,170,170,210,170,170
